body,link,title
"El interprete, criado en Londres y Zimbabue y con escasa experiencia actoral, se ha convertido en la revelación de la temporada gracias a la serie de Netflix",https://elpais.com/gente/2021-01-20/rege-jean-page-duque-de-los-bridgerton-y-aspirante-a-james-bond.html,"Regé-Jean Page, duque de ‘Los Bridgerton’ y aspirante a James Bond"
El mandatario critica a Twitter y propone crear una red propia. Algunas voces de Morena apuntan a una posible regulación con las elecciones como horizonte,https://elpais.com/mexico/2021-01-22/lopez-obrador-pone-a-las-redes-sociales-en-la-mira.html,López Obrador pone a las redes sociales en la mira 
"El ataque, que causó al menos 32 muertos y más de un centenar de heridos, es el primero del grupo terrorista en la capital iraquí desde 2017",https://elpais.com/internacional/2021-01-21/al-menos-20-muertos-en-un-atentado-en-un-mercado-en-el-centro-de-bagdad.html,El ISIS se atribuye el doble atentado suicida en un mercado de Bagdad
" Salieron de ‘OT’ con tres años de diferencia, pero con similar imagen de mujeres fuertes y con carácter, un encasillamiento que no siempre jugó a su favor. Ahora se han juntado para cantar ‘Rompecabezas’, una balada que tiene tanto de tirita contra el desamor como de discurso sobre la fortaleza femenina",https://elpais.com/icon/cultura/2021-01-18/hubo-un-ano-en-que-intente-ser-simpatica-y-me-salio-un-eccema-la-revancha-de-chenoa-y-soraya-contra-los-que-las-tacharon-de-altivas.html,La revancha de Chenoa y Soraya contra los que las tacharon de altivas: “Hubo un año en que intenté ser simpática y me salió un eccema”  
"Un equipo del CSIC anuncia una eficacia del 100% en sus primeros ensayos en animales, retrasados por una multitud de obstáculos",https://elpais.com/ciencia/2021-01-21/exito-en-22-ratones-la-odisea-de-la-vacuna-espanola-mas-adelantada.html,Éxito en 22 ratones: la odisea de la vacuna española más adelantada
La reactivación del multilateralismo es muy buena para América Latina pero para que sea una realidad nuestros países deben dejar de mirarse al ombligo ,https://elpais.com/opinion/2021-01-22/la-agenda-latinoamericana-y-biden.html,La agenda latinoamericana y Biden
El responsable de Comercio se muestra optimista sobre la recuperación de la alianza estratégica con EE UU,https://elpais.com/economia/2021-01-20/valdis-dombrovskis-vicepresidente-de-la-comision-el-plan-espanol-necesita-mas-trabajo.html,"Valdis Dombrovskis, vicepresidente de la Comisión Europea: “El plan español necesita más trabajo”"
"Avanzamos ‘La conciencia de amarla’, uno de los ocho relatos incluidos en ‘El remitente misterioso’, compendio que reúne textos del escritor francés nunca traducidos al castellano y que se publica este jueves en España. El relato es una particular versión de ‘El cuervo’ de Edgard Alan Poe",https://elpais.com/babelia/2021-01-18/un-cuento-inedito-de-proust.html,Un cuento inédito de Proust
"El presidente presenta en su segundo día en la Casa Blanca su plan para que el Gobierno federal asuma más peso en la gestión de la pandemia, y ordena una cuarentena para viajeros de otros países",https://elpais.com/internacional/elecciones-usa/2021-01-21/biden-pone-en-marcha-su-ambiciosa-ofensiva-contra-la-covid.html,Biden pone en marcha su ambiciosa ofensiva contra la covid
"‘Imperdonable’, corto grabado en una prisión de El Salvador, muestra una cara desconocida de las maras",https://elpais.com/cultura/2021-01-17/el-amor-imposible-de-dos-pandilleros-gays.html,El amor imposible de dos pandilleros gais
"La periodista y actriz, de 39 años, responde a través de las redes sociales a quienes critican sus acciones y las del presidente Alberto Fernández",https://elpais.com/gente/2021-01-21/fabiola-yanez-la-combativa-primera-dama-argentina.html,"Fabiola Yáñez, la combativa primera dama argentina"
Macron recibe del historiador Benjamin Stora un informe para afrontar las heridas en el presente de la guerra y la colonización,https://elpais.com/internacional/2021-01-20/francia-promueve-una-reconciliacion-de-las-memorias-con-argelia-pero-no-pedira-perdon.html,"Francia promueve una “reconciliación de las memorias” con Argelia, pero no pedirá perdón"
El país registra cifras inéditas desde el inicio de la pandemia: 1.803 fallecimientos y 22.339 contagios de la covid-19 en las últimas 24 horas ,https://elpais.com/mexico/2021-01-22/mexico-alcanza-nuevos-records-diarios-de-muertes-y-casos-de-coronavirus.html,México alcanza nuevos récords diarios de muertes y casos de coronavirus 
"La colombiana se lleva el galardón en su 24ª edición por ‘Los abismos’, una novela sobre la relación entre varias generaciones de mujeres y los efectos de la violencia más íntima",https://elpais.com/cultura/2021-01-21/pilar-quintana-gana-el-premio-alfaguara-de-novela.html,Pilar Quintana gana el Premio Alfaguara de novela
"Los investigadores siguen encontrándole beneficios, pero no corras a la farmacia...",https://elpais.com/buenavida/salud/2021-01-21/las-dos-caras-de-la-aspirina-el-farmaco-que-ha-pasado-de-bajar-la-fiebre-a-prevenir-el-cancer-en-los-estudios.html,"Las dos caras de la aspirina, el fármaco que ha pasado de bajar la fiebre a prevenir el cáncer en los estudios"
La política cambia su apartamento de Washington por esta mansión situada a cuatro kilómetros de la residencia presidencial y que mantiene la huella de cada uno de los vicepresidentes anteriores,https://elpais.com/gente/2021-01-20/la-pequena-casa-blanca-que-albergara-a-kamala-harris-la-primera-mujer-vicepresidenta-de-ee-uu.html,"La ‘pequeña Casa Blanca’ que albergará a Kamala Harris, la primera mujer vicepresidenta de EE UU"
Brasil apuesta por las imágenes y la creatividad para concientizar a los adolescentes sobre las relaciones abusivas y sus posibles consecuencias,https://elpais.com/economia/2021-01-14/docentes-aliados-clave-para-acabar-con-la-violencia-contra-las-mujeres.html,Docentes: aliados clave para acabar con la violencia contra las mujeres
La enmienda constitucional que se votó este jueves cerraría cualquier vía para legalizar la interrupción del embarazo,https://elpais.com/sociedad/2021-01-22/el-parlamento-de-honduras-aprueba-un-proyecto-de-ley-que-prohibe-el-aborto.html,El Congreso de Honduras aprueba un proyecto de ley que prohíbe el aborto
Sara Stridsberg novela la sórdida vida de la mujer que tiroteó al artista en 1968 y escribió el radical  ‘Manifiesto SCUM’ contra los hombres,https://elpais.com/cultura/2021-01-20/valerie-solanas-de-criminal-a-musa.html,"Valerie Solanas, algo más que la mujer que disparó a Warhol"
"Las tachaduras son la reiteración del poder: alguien controla qué se dice, qué no se dice. El destruir deliberadamente para ocultar, el ocultar para dejar claro dónde está el poder",https://elpais.com/mexico/opinion/2021-01-21/expedientes-de-cienfuegos-no-lea.html,"Expedientes de Cienfuegos, no lea"
"El precio es de cinco dólares al mes, con una oferta del primero por un  dólar. A los lectores ya suscritos se les aplicará el descuento del 55%",https://elpais.com/internacional/2020-10-23/el-pais-lanza-una-suscripcion-especial-para-sus-lectores-en-america-latina.html,EL PAÍS lanza una suscripción especial para sus lectores en América Latina  
"La comunidad saharaui en España observa a distancia lo que acontece en su país tras el reciente cese del alto al fuego con Marruecos, después de más de cuatro décadas esperando un cambio y con miles de familiares refugiados en el desierto de Tindouf  ",https://elpais.com/planeta-futuro/2021-01-20/vivir-el-sahara-desde-la-diaspora.html,Un conflicto estancado: vivir el Sáhara desde la diáspora
El asesor médico jefe de la Administración Biden reconoce que vivió episodios incómodos durante el Gobierno de Trump  ,https://elpais.com/internacional/elecciones-usa/2021-01-22/fauci-regresa-a-la-sala-de-prensa-de-la-casa-blanca-es-un-sentimiento-liberador-hablar-de-ciencia.html,Fauci regresa a la sala de prensa de la Casa Blanca: es un “sentimiento liberador” hablar de ciencia
El Tribunal Superior de Justicia de Cataluña se da para decidir sobre el 14-F hasta seis días antes de la votación ,https://elpais.com/espana/catalunya/2021-01-21/el-tsjc-mantiene-la-cita-electoral-en-cataluna-para-el-14-de-febrero.html,La justicia lleva la campaña electoral catalana a la máxima incertidumbre 
"Muchas organizaciones científicas hablan de compatibilidad. En el caso de las españolas, como FACME, los expertos aseguran que no existe riesgo para la mujer ni para el bebé ni a la hora de amamantar",https://elpais.com/mamas-papas/2021-01-21/pueden-las-madres-lactantes-vacunarse-contra-la-covid-19.html,Lactancia materna: ¿puedo vacunarme contra la covid-19 si estoy dando el pecho? 
"Hundreds of people, including political leaders, retired doctors and family members of health workers, have received the vaccine even though they are not part of the first priority group ",https://english.elpais.com/society/2021-01-21/spains-covid-immunization-drive-dogged-by-line-jumping-politicians-and-other-irregularities.html,Spain’s Covid immunization drive dogged by line-jumping politicians and other irregularities 
"En noviembre Donald Trump contó que había ganado unas elecciones que había perdido. Y se produjo el asalto al Capitolio. Si esa mentira se mantiene viva, cualquier victoria electoral futura podrá ser desacreditada, sostiene el historiador Timothy Snyder. ¿A qué mundo nos conducen sus falsedades?",https://elpais.com/ideas/2021-01-16/la-mentira-no-desaparece-con-el-mentiroso-eso-es-lo-malo-de-trump.html,La mentira no desaparece con el mentiroso. Eso es lo malo de Trump
El Banco Central Europeo ha decidido mantener intactos los tipos de interés y los estímulos,https://elpais.com/economia/2021-01-21/el-bce-mantiene-intactos-los-tipos-de-interes-mientras-analiza-el-riesgo-de-una-recaida.html,Lagarde advierte de que la inercia negativa y la tercera ola afectarán al primer trimestre del año
Angelo Caloia y su abogado han sido sentenciados a casi nueve años de prisión por apropiación indebida y blanqueo de capitales,https://elpais.com/internacional/2021-01-21/el-vaticano-condena-al-expresidente-de-su-banco-por-malversacion.html,El Vaticano condena al expresidente de su banco por malversación 
"Una biografía de Julian Budden, recién editada en español, rastrea la vida y la obra del compositor de Lucca, que cerró con ‘Turandot’ tres siglos de tradición lírica italiana, opacada por el cine a partir de 1926",https://elpais.com/cultura/2021-01-20/puccini-el-ultimo-esplendor-de-la-opera.html,"Puccini, el último esplendor de la ópera"
