uid|body|link|title|newspaper_uid|host|n_tokenize_title|n_tokenize_body
bc218158405708e855c30cca6a5bdc46|Este drama noruego trata de forma tediosamente reiterativa de ese maldito depredador llamado cáncer. Empiezo y acabo harto y horrorizado de tumores|https://elpais.com/cultura/2021-01-21/que-he-hecho-yo-para-merecer-esto.html|¿Qué he hecho yo para merecer esto?|elpais|elpais.com|2|15
df58421fb82eaa053b18e41687a9a49c|Si la piscina no tiene agua, lo más prudente es no tirarse. Si la empresa es solvente, puede ser un paso adelante aunque conserves el mismo salario|https://elpais.com/buenavida/bienestar/2021-01-11/si-lo-mereces-callarte-puede-ser-la-peor-opcion-asi-se-pide-un-aumento-de-sueldo-en-plena-pandemia.html|Si lo mereces, callarte puede ser la peor opción: así se pide un aumento de sueldo en plena pandemia|elpais|elpais.com|13|16
5d7cde729a3cdce5b3914a205370a0f7|Brian Jeffrey Raymond, presuntamente, drogó y violó a varias mujeres en el apartamento diplomático que tenía en Polanco|https://elpais.com/mexico/sociedad/2021-01-21/el-fbi-busca-a-mas-victimas-del-presunto-depredador-sexual-de-la-embajada-de-ee-uu-en-ciudad-de-mexico.html|El FBI busca a más víctimas del presunto “depredador sexual” de la Embajada de EE UU en Ciudad de México|elpais|elpais.com|11|11
f7791866d71c228e284dae88b22df8b5|El grupo Valtalia, que factura 150 millones de euros, comenzó a recuperar plástico usado cuando el mercado rechazaba los productos reutilizados|https://elpais.com/economia/2021-01-21/el-amo-gallego-del-reciclaje-de-basuras.html|El amo gallego del reciclaje de basuras|elpais|elpais.com|4|13
2faf5b1d55766fa48f0c67fa5434f6f8|El presidente no asistirá a la toma de posesión de Biden y quebranta así una costumbre, mantenida por todos sus predecesores desde 1877, que representa el respeto por la democracia, el proceso electoral y la unidad del país|https://elpais.com/internacional/2021-01-19/recorrido-visual-trump-rompe-150-anos-de-tradicion-democratica.html|Recorrido visual por las investiduras de EE UU: Trump rompe 150 años de tradición democrática|elpais|elpais.com|10|17
ff25af8c48294bbfbde3b3f1c739b59a|El murciano avanza que, cumplidos los 41 años el próximo abril, se retirará a finales de temporada, después de disputar los Juegos y la Vuelta|https://elpais.com/deportes/2021-01-21/el-eterno-valverde-se-pone-ya-fecha-de-caducidad.html|El eterno Alejandro Valverde se pone ya fecha de caducidad|elpais|elpais.com|6|13
4d052a7f8f11cfc98f677c4c7e655793|El Ejecutivo de Justin Trudeau cuestiona la medida que afecta la construcción y explotación de Keystone XL|https://elpais.com/internacional/2021-01-22/la-decision-de-ee-uu-de-anular-el-proyecto-de-un-oleoducto-provoca-malestar-en-el-gobierno-de-canada.html|La decisión de EE UU de anular el proyecto de un oleoducto provoca malestar en el Gobierno de Canadá |elpais|elpais.com|10|10
4966dc246e1ce3715777f13ab2de2b6e|El artista se prepara para inaugurar en Pamplona una de sus mayores exposiciones, un diálogo a ultranza entre  pintura y fotografía tan vivaz  como su forma de ver el mundo|https://elpais.com/babelia/2021-01-21/luis-gordillo-cuando-algo-queda-bonito-sospecho.html|Luis Gordillo: “Cuando algo queda bonito, sospecho”|elpais|elpais.com|5|15
add18b1f79434df568f7c9d43f6ef303|Una red liderada por Alex Saab, presunto testaferro de Maduro, utilizó empresas en México, Rusia o Emiratos Árabes para distribuir el crudo del país caribeño y poder evadir las sanciones de EE UU, según documentos en poder de EL PAÍS y Armando.info|https://elpais.com/internacional/2021-01-17/la-vuelta-al-mundo-para-mover-el-petroleo-venezolano.html|La vuelta al mundo para mover el petróleo venezolano |elpais|elpais.com|5|26
ca8d6a255c8bc2634aac6c24d6999b77|Personaje inseparable de la ciudad de Nueva York, y con opiniones para todo, acaba de estrenar en Netflix ‘Pretend it’s a city’, una serie de conversaciones con Martin Scorsese en las que carga contra el turismo, sus conciudadanos o el precio de las casas|https://elpais.com/icon-design/arquitectura/2021-01-19/las-calles-parecen-el-apartamento-de-mi-abuela-las-frases-mas-lapidarias-de-la-escritora-y-humorista-fran-lebowitz-sobre-como-vivimos-en-las-ciudades.html|“Las calles parecen el apartamento de mi abuela”: las frases más lapidarias de Fran Lebowitz sobre cómo vivimos en las ciudades|elpais|elpais.com|11|22
